text,label
Jun 15 04:06:19 combo su(pam_unix) 21416.0 session closed for user cyrus,Other
Jun 15 04:06:20 combo logrotate nan ALERT exited abnormally with [1],Other
Jun 15 04:12:42 combo su(pam_unix) 22644.0 session opened for user news by (uid=0),Success_login
Jun 15 04:12:43 combo su(pam_unix) 22644.0 session closed for user news,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23397.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23397.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23395.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23395.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23404.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23404.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23399.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23399.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23406.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23406.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23396.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23394.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23407.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23394.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23403.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23396.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23407.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23403.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:12:34 combo sshd(pam_unix) 23412.0 check pass; user unknown,Other
Jun 15 12:12:34 combo sshd(pam_unix) 23412.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:13:19 combo sshd(pam_unix) 23414.0 check pass; user unknown,Other
Jun 15 12:13:19 combo sshd(pam_unix) 23414.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 12:13:20 combo sshd(pam_unix) 23416.0 check pass; user unknown,Other
Jun 15 12:13:20 combo sshd(pam_unix) 23416.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,Failed_login
Jun 15 14:53:32 combo sshd(pam_unix) 23661.0 check pass; user unknown,Other
Jun 15 14:53:32 combo sshd(pam_unix) 23661.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:32 combo sshd(pam_unix) 23663.0 check pass; user unknown,Other
Jun 15 14:53:32 combo sshd(pam_unix) 23663.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:32 combo sshd(pam_unix) 23664.0 check pass; user unknown,Other
Jun 15 14:53:32 combo sshd(pam_unix) 23664.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:33 combo sshd(pam_unix) 23665.0 check pass; user unknown,Other
Jun 15 14:53:33 combo sshd(pam_unix) 23665.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:34 combo sshd(pam_unix) 23669.0 check pass; user unknown,Other
Jun 15 14:53:34 combo sshd(pam_unix) 23669.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:35 combo sshd(pam_unix) 23671.0 check pass; user unknown,Other
Jun 15 14:53:35 combo sshd(pam_unix) 23671.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:35 combo sshd(pam_unix) 23673.0 check pass; user unknown,Other
Jun 15 14:53:35 combo sshd(pam_unix) 23673.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:35 combo sshd(pam_unix) 23674.0 check pass; user unknown,Other
Jun 15 14:53:35 combo sshd(pam_unix) 23674.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:36 combo sshd(pam_unix) 23678.0 check pass; user unknown,Other
Jun 15 14:53:36 combo sshd(pam_unix) 23678.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 14:53:36 combo sshd(pam_unix) 23677.0 check pass; user unknown,Other
Jun 15 14:53:36 combo sshd(pam_unix) 23677.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,Failed_login
Jun 15 20:05:31 combo sshd(pam_unix) 24138.0 check pass; user unknown,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24138.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Failed_login
Jun 15 20:05:31 combo sshd(pam_unix) 24137.0 check pass; user unknown,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24137.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Failed_login
Jun 15 20:05:31 combo sshd(pam_unix) 24141.0 check pass; user unknown,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24141.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Failed_login
Jun 15 20:05:31 combo sshd(pam_unix) 24140.0 check pass; user unknown,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24140.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Failed_login
Jun 15 20:05:31 combo sshd(pam_unix) 24139.0 check pass; user unknown,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24139.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,Failed_login
Jun 16 04:10:22 combo su(pam_unix) 25178.0 session opened for user cyrus by (uid=0),Success_login
Jun 16 04:10:23 combo su(pam_unix) 25178.0 session closed for user cyrus,Other
Jun 16 04:10:24 combo logrotate nan ALERT exited abnormally with [1],Other
Jun 16 04:16:17 combo su(pam_unix) 25548.0 session opened for user news by (uid=0),Success_login
Jun 16 04:16:18 combo su(pam_unix) 25548.0 session closed for user news,Other
Jun 17 04:03:33 combo su(pam_unix) 27953.0 session opened for user cyrus by (uid=0),Success_login
Jun 17 04:03:34 combo su(pam_unix) 27953.0 session closed for user cyrus,Other
Jun 17 04:03:36 combo logrotate nan ALERT exited abnormally with [1],Other
Jun 17 04:09:43 combo su(pam_unix) 29190.0 session opened for user news by (uid=0),Success_login
Jun 17 04:09:45 combo su(pam_unix) 29190.0 session closed for user news,Other
Jun 17 07:07:00 combo ftpd 29504.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:00 combo ftpd 29508.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:00 combo ftpd 29507.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:00 combo ftpd 29505.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:00 combo ftpd 29506.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:00 combo ftpd 29509.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jun 17 07:07:02 combo ftpd 29510.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,Other
Jun 17 07:07:04 combo ftpd 29511.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,Other
Jun 17 19:43:13 combo sshd(pam_unix) 30565.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,Failed_login
Jun 17 20:29:26 combo sshd(pam_unix) 30631.0 session opened for user test by (uid=509),Success_login
Jun 17 20:34:57 combo sshd(pam_unix) 30631.0 session closed for user test,Other
Jun 17 20:55:06 combo ftpd 30755.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Other
Jun 17 20:55:06 combo ftpd 30754.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Other
Jun 17 20:55:06 combo ftpd 30753.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Other
Jun 17 20:55:06 combo ftpd 30756.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Other
Jun 17 20:55:06 combo ftpd 30757.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,Other
Jun 17 20:55:07 combo ftpd 30758.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,Other
Jun 17 20:55:07 combo ftpd 30759.0 connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,Other
Dec 10 06:55:46 LabSZ 24200 reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 06:55:46 LabSZ 24200 Invalid user webmaster from 173.234.31.186,Other
Dec 10 06:55:46 LabSZ 24200 input_userauth_request: invalid user webmaster [preauth],Other
Dec 10 06:55:46 LabSZ 24200 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 06:55:46 LabSZ 24200 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=173.234.31.186,Other
Dec 10 06:55:48 LabSZ 24200 Failed password for invalid user webmaster from 173.234.31.186 port 38926 ssh2,Failed_login
Dec 10 06:55:48 LabSZ 24200 Connection closed by 173.234.31.186 [preauth],Other
Dec 10 07:02:47 LabSZ 24203 Connection closed by 212.47.254.145 [preauth],Other
Dec 10 07:07:38 LabSZ 24206 Invalid user test9 from 52.80.34.196,Other
Dec 10 07:07:38 LabSZ 24206 input_userauth_request: invalid user test9 [preauth],Other
Dec 10 07:07:38 LabSZ 24206 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 07:07:38 LabSZ 24206 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn,Other
Dec 10 07:07:45 LabSZ 24206 Failed password for invalid user test9 from 52.80.34.196 port 36060 ssh2,Failed_login
Dec 10 07:07:45 LabSZ 24206 Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],Other
Dec 10 07:08:28 LabSZ 24208 reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 07:08:28 LabSZ 24208 Invalid user webmaster from 173.234.31.186,Other
Dec 10 07:08:28 LabSZ 24208 input_userauth_request: invalid user webmaster [preauth],Other
Dec 10 07:08:28 LabSZ 24208 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 07:08:28 LabSZ 24208 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=173.234.31.186,Other
Dec 10 07:08:30 LabSZ 24208 Failed password for invalid user webmaster from 173.234.31.186 port 39257 ssh2,Failed_login
Dec 10 07:08:30 LabSZ 24208 Connection closed by 173.234.31.186 [preauth],Other
Dec 10 07:11:42 LabSZ 24224 Invalid user chen from 202.100.179.208,Other
Dec 10 07:11:42 LabSZ 24224 input_userauth_request: invalid user chen [preauth],Other
Dec 10 07:11:42 LabSZ 24224 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 07:11:42 LabSZ 24224 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,Other
Dec 10 07:11:44 LabSZ 24224 Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,Failed_login
Dec 10 07:11:44 LabSZ 24224 Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],Other
Dec 10 07:13:31 LabSZ 24227 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,Other
Dec 10 07:13:43 LabSZ 24227 Failed password for root from 5.36.59.76 port 42393 ssh2,Failed_login
Dec 10 07:13:56 LabSZ 24227 message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],Failed_login
Dec 10 07:13:56 LabSZ 24227 Disconnecting: Too many authentication failures for root [preauth],Other
Dec 10 07:13:56 LabSZ 24227 PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,Other
Dec 10 07:13:56 LabSZ 24227 PAM service(sshd) ignoring max retries; 6 > 3,Other
Dec 10 07:27:50 LabSZ 24235 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:27:52 LabSZ 24235 Failed password for root from 112.95.230.3 port 45378 ssh2,Failed_login
Dec 10 07:27:52 LabSZ 24235 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:27:53 LabSZ 24237 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:27:55 LabSZ 24237 Failed password for root from 112.95.230.3 port 47068 ssh2,Failed_login
Dec 10 07:27:55 LabSZ 24237 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:27:55 LabSZ 24239 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:27:58 LabSZ 24239 Failed password for root from 112.95.230.3 port 49188 ssh2,Failed_login
Dec 10 07:27:58 LabSZ 24239 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:27:58 LabSZ 24241 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:00 LabSZ 24241 Failed password for root from 112.95.230.3 port 50999 ssh2,Failed_login
Dec 10 07:28:00 LabSZ 24241 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:01 LabSZ 24243 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:03 LabSZ 24243 Failed password for root from 112.95.230.3 port 52660 ssh2,Failed_login
Dec 10 07:28:03 LabSZ 24243 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:03 LabSZ 24245 Invalid user pgadmin from 112.95.230.3,Other
Dec 10 07:28:03 LabSZ 24245 input_userauth_request: invalid user pgadmin [preauth],Other
Dec 10 07:28:03 LabSZ 24245 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 07:28:03 LabSZ 24245 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,Other
Dec 10 07:28:05 LabSZ 24245 Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,Failed_login
Dec 10 07:28:05 LabSZ 24245 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:06 LabSZ 24247 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:08 LabSZ 24247 Failed password for root from 112.95.230.3 port 55618 ssh2,Failed_login
Dec 10 07:28:08 LabSZ 24247 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:08 LabSZ 24249 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:10 LabSZ 24249 Failed password for root from 112.95.230.3 port 57138 ssh2,Failed_login
Dec 10 07:28:10 LabSZ 24249 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:10 LabSZ 24251 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:12 LabSZ 24251 Failed password for root from 112.95.230.3 port 58304 ssh2,Failed_login
Dec 10 07:28:12 LabSZ 24251 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:12 LabSZ 24253 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:14 LabSZ 24253 Failed password for root from 112.95.230.3 port 59849 ssh2,Failed_login
Dec 10 07:28:14 LabSZ 24253 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:14 LabSZ 24255 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:16 LabSZ 24255 Failed password for root from 112.95.230.3 port 32977 ssh2,Failed_login
Dec 10 07:28:16 LabSZ 24255 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:16 LabSZ 24257 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:18 LabSZ 24257 Failed password for root from 112.95.230.3 port 35113 ssh2,Failed_login
Dec 10 07:28:18 LabSZ 24257 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:19 LabSZ 24259 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:21 LabSZ 24259 Failed password for root from 112.95.230.3 port 37035 ssh2,Failed_login
Dec 10 07:28:21 LabSZ 24259 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:21 LabSZ 24261 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:23 LabSZ 24261 Failed password for root from 112.95.230.3 port 39041 ssh2,Failed_login
Dec 10 07:28:23 LabSZ 24261 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:23 LabSZ 24263 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:25 LabSZ 24263 Failed password for root from 112.95.230.3 port 40388 ssh2,Failed_login
Dec 10 07:28:25 LabSZ 24263 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:25 LabSZ 24265 Invalid user utsims from 112.95.230.3,Other
Dec 10 07:28:25 LabSZ 24265 input_userauth_request: invalid user utsims [preauth],Other
Dec 10 07:28:25 LabSZ 24265 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 07:28:25 LabSZ 24265 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,Other
Dec 10 07:28:28 LabSZ 24265 Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,Failed_login
Dec 10 07:28:28 LabSZ 24265 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:28 LabSZ 24267 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:30 LabSZ 24267 Failed password for root from 112.95.230.3 port 42881 ssh2,Failed_login
Dec 10 07:28:30 LabSZ 24267 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:31 LabSZ 24269 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:33 LabSZ 24269 Failed password for root from 112.95.230.3 port 43981 ssh2,Failed_login
Dec 10 07:28:33 LabSZ 24269 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:33 LabSZ 24271 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:35 LabSZ 24271 Failed password for root from 112.95.230.3 port 44900 ssh2,Failed_login
Dec 10 07:28:35 LabSZ 24271 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:35 LabSZ 24273 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Dec 10 07:28:37 LabSZ 24273 Failed password for root from 112.95.230.3 port 45699 ssh2,Failed_login
Dec 10 07:28:37 LabSZ 24273 Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],Other
Dec 10 07:28:37 LabSZ 24275 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><System><EventID>4625</EventID><TimeCreated SystemTime=""12:00:00Z""/></System><EventData><Data Name=""TargetUserName"">usr000</Data><Data Name=""FailureReason"">Unknown user name or bad password</Data><Data Name=""IpAddress"">203.0.113.0</Data></EventData></Event>",Failed_login
May 09 12:04:00 ubuntu sshd[7672]: Failed password for usr001 from 203.0.113.11 port 48734 ssh2,Failed_login
2025-05-09 loginwindow[7211]: User login FAILED for user usr002 (UID 586),Failed_login
"May 09 2025 12:12:00: %ASA-4-113015: AAA user authentication Rejected : user = usr003 , IP = 203.0.113.33",Failed_login
"2025/05/09 12:16:00,001801000013,SYSTEM,gplogin,0,2025/05/09 12:16:00,203.0.113.44,10.0.0.1,Login,globalprotect,user=usr004,tunnel=yes,result=failure",Failed_login
"{""eventTime"": ""2025-05-09T12:20:00Z"", ""eventName"": ""ConsoleLogin"", ""userIdentity"": {""type"": ""IAMUser"", ""userName"": ""usr005""}, ""sourceIPAddress"": ""203.0.113.55"", ""errorMessage"": ""Failed authentication"", ""responseElements"": {""ConsoleLogin"": ""Failure""}}",Failed_login
"{""TimeGenerated"": ""2025-05-09T12:24:00Z"", ""UserPrincipalName"": ""usr006@example.com"", ""AppDisplayName"": ""Azure Portal"", ""Status"": {""value"": ""50074"", ""additionalDetails"": ""User account password was incorrect.""}, ""IPAddress"": ""203.0.113.66""}",Failed_login
timestamp=2025-05-09T12:28:00Z event=login login_type=authorized principal=usr007@example.com ip_address=203.0.113.77 outcome=FAILURE,Failed_login
"{""published"": ""2025-05-09T12:32:00Z"", ""eventType"": ""user.session.start"", ""outcome"": {""result"": ""FAILURE""}, ""actor"": {""displayName"": ""usr008""}, ""client"": {""ipAddress"": ""203.0.113.88""}}",Failed_login
"""2025-05-09T12:36:00"",""usr009@example.com"",""Login"",""login.salesforce.com"",""Failed"",""203.0.113.99"",""OAuth""",Failed_login
"{""CreationTime"": ""2025-05-09T12:40:00"", ""Operation"": ""UserLoginFailed"", ""UserId"": ""usr010@example.com"", ""ClientIP"": ""203.0.113.110"", ""ResultStatus"": ""Failed""}",Failed_login
"2025-05-09T12:44:00 UTC [8688]: [usr011]@hrdb FATAL:  password authentication failed for user ""usr011""",Failed_login
2025-05-09T12:48:00Z  124 Connect Access denied for user 'usr012'@'203.0.113.132' (using password: YES),Failed_login
"203.0.113.143 - usr013 [09/May/2025:12:52:00 +0000] ""POST /login HTTP/1.1"" 401 518 ""-"" ""Mozilla/5.0""",Failed_login
