ID,Asset,Log
18,Linux,su[36351]: - pts/9 admin:operator
19,Linux,May 04 00:48:49 app-server-01 su[64137]: - pts/1 netadmin:mary
20,WebServer,apache2[46320]: Auth: user john@INTERNAL : authentication failure for '/login': Access denied
21,Linux,2025-05-24T14:07:59.788885Z k8s-worker-02 sudo: monitoring : 4 incorrect password attempts ; TTY=pts/9 ; PWD=/home/monitoring ; USER=sysadmin ; COMMAND=/usr/bin/passwd
22,SSH,sshd[20732]: Connection closed by authenticating user test 10.0.155.253 port 48285 [preauth]
23,Database,mysql[32370]: Authentication failed for user test from 198.51.100.210.128: Invalid password
24,Database,[21/May/2025:12:59:38 +0000] ldap-master mongodb[14834]: Failed to authenticate as principal dbadmin on production - AuthenticationFailed
25,Database,2025/05/09 05:57:32 monitoring-01 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
26,WebServer,2025/05/19 16:11:50 monitoring-01 nginx[54476]: Failed login attempt: user=guest ip=203.0.113.22.113 reason='Maximum attempts exceeded'
27,Linux,2025/04/26 14:38:01 db-master pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty1 ruser= rhost=  user=jenkins
28,WebServer,2025/05/24 17:07:58 web-prod-01 nginx[15810]: Login failed for user 'apache' from 100.64.11.69 - User not found
29,Linux,sudo: operator : 1 incorrect password attempts ; TTY=pts/2 ; PWD=/home/operator ; USER=system ; COMMAND=/bin/su
30,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
31,SSH,2025/05/14 13:05:28 db-master sshd[3980]: Disconnecting invalid user oracle 10.0.198.77 port 40448: Too many authentication failures
32,Database,2025-04-27 14:23:41 db-master postgres[14855]: FATAL:  password authentication failed for user 'admin'
33,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Invalid password
34,Linux,sudo: oracle : 2 incorrect password attempts ; TTY=pts/2 ; PWD=/home/oracle ; USER=analyst ; COMMAND=/bin/bash
35,Windows,Windows Logon Failed: CORPORATE\jennifer from 192.168.183.196 - Invalid user
36,Windows,2025/04/27 18:09:34 app-server-01 Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Invalid credentials
37,Windows,Windows Logon Failed: CORPORATE\sysadmin from 198.51.100.181.25 - Invalid credentials
38,SSH,2025-05-02 18:23:27 web-prod-01 sshd[60125]: Connection closed by authenticating user mary 10.0.54.243 port 57448 [preauth]
39,Database,postgres[61385]: FATAL:  password authentication failed for user 'admin'
40,Database,May 21 03:09:37 k8s-worker-02 postgres[6791]: FATAL:  password authentication failed for user 'test'
41,Linux,su[19521]: - pts/4 david:deploy
42,Windows,[12/May/2025:17:49:39 +0000] file-server Windows Logon Failed: INTERNAL\nginx from 203.0.113.243.115 - Invalid user
43,Windows,May 03 01:39:01 mail-server Windows Logon Failed: INTERNAL\david from 192.168.34.19 - Invalid credentials
44,WebServer,[20/May/2025:15:55:07 +0000] proxy-01 apache2[17618]: Auth: user admin@PROD : authentication failure for '/login': Account locked
45,Linux,2025-05-11T02:15:56.789880Z proxy-01 sudo: netadmin : 1 incorrect password attempts ; TTY=pts/5 ; PWD=/home/netadmin ; USER=sysadmin ; COMMAND=/usr/bin/passwd
46,Database,2025/05/15 07:54:32 monitoring-01 mysql[58670]: Access denied for user 'admin'@'192.168.82.125' (using password: YES)
47,SSH,2025-05-12T14:50:39.789880Z jenkins-master sshd[10842]: Failed password for user from 10.0.80.33 port 44346 ssh2
48,WebServer,apache2[15984]: Auth: user audit@PROD : authentication failure for '/dashboard': Invalid password
49,Windows,[16/May/2025:12:39:36 +0000] backup-server An account failed to log on. Subject: Security ID: S-1-5-21-204108-5757 Failure Reason: Bad password
50,SSH,2025-05-01T17:28:27.789880Z k8s-master-01 sshd[40752]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.17.204.127 user=support
51,Database,[23/May/2025:00:17:29 +0000] web-prod-02 postgres[27497]: FATAL:  password authentication failed for user 'admin'
52,SSH,sshd[48467]: Failed password for invalid user jenkins from 172.18.237.48 port 40445 ssh2
53,Linux,2025-05-18 20:19:59 ad-controller-01 su[11064]: - pts/3 dbadmin:devops
54,Database,mysql[3025]: Access denied for user 'admin'@'172.18.145.39' (using password: YES)
55,Database,[18/May/2025:05:03:35 +0000] jenkins-master mongodb[16163]: Failed to authenticate as principal admin on master - AuthenticationFailed
56,SSH,2025-04-29T17:04:51.789880Z k8s-master-01 sshd[65340]: error: maximum authentication attempts exceeded for app_user from 10.0.74.45 port 44857 ssh2 [preauth]
57,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-449348-3189 Failure Reason: Invalid user
58,Windows,2025-05-23T21:19:30.789880Z db-master Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Bad password
59,Database,2025-05-18 00:28:40 proxy-01 postgres[51462]: FATAL:  password authentication failed for user 'admin'
60,SSH,2025-05-02 10:09:45 db-master sshd[34805]: Invalid user nagios from 10.0.84.176 port 59740
61,Database,Apr 29 05:14:09 vpn-gateway Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
62,SSH,sshd[27631]: Invalid user service from 198.51.100.138.175 port 57041
63,Application,"May 02 06:43:09 proxy-01 login[22334]: FAILED LOGIN (2) on '/dev/tty6' FOR 'analyst', Authentication failure"
64,SSH,sshd[33574]: Disconnecting invalid user jenkins 10.0.125.31 port 51409: Too many authentication failures
65,SSH,2025-05-01 22:59:11 db-master sshd[22233]: Connection closed by authenticating user deploy 172.18.215.160 port 45059 [preauth]
66,Database,[13/May/2025:18:12:32 +0000] auth-server mongodb[57215]: Failed to authenticate as principal root on master - AuthenticationFailed
67,Linux,[19/May/2025:17:10:29 +0000] backup-server sudo: root : 4 incorrect password attempts ; TTY=pts/9 ; PWD=/home/root ; USER=helpdesk ; COMMAND=/bin/su
68,WebServer,May 25 10:54:02 mail-server nginx[14326]: Failed login attempt: user=postgres ip=203.0.113.89.24 reason='Account locked'
69,Application,2025-05-24T19:37:02.789880Z file-server Logon Failure: Reason: Invalid user. User Name: audit Domain: WORKGROUP
70,Windows,An account failed to log on. Subject: Security ID: S-1-5-21-629123-7487 Failure Reason: Maximum attempts exceeded
71,SSH,2025-05-17T04:04:05.789880Z ad-controller-01 sshd[59069]: Failed password for invalid user user from 203.0.113.248.45 port 64552 ssh2
72,SSH,sshd[44903]: Disconnecting invalid user dbuser 2001:db8::1fea port 50826: Too many authentication failures
73,Application,2025/05/14 23:06:48 mail-server Logon Failure: Reason: Invalid credentials. User Name: test Domain: INTERNAL
74,SSH,sshd[52825]: Invalid user audit from 2001:db8::906 port 49082
75,Database,Oracle Audit: LOGON: USER: 'sa' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
76,Application,"login[46583]: FAILED LOGIN (2) on '/dev/tty1' FOR 'app_user', Authentication failure"
77,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty5 ruser= rhost=  user=helpdesk
78,Application,Logon Failure: Reason: Authentication failure. User Name: app_user Domain: CORPORATE
79,Linux,2025-05-19T03:21:28.789880Z app-server-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=monitoring
80,Database,2025-05-13T02:30:19.789880Z web-prod-02 postgres[5203]: FATAL:  password authentication failed for user 'admin'
81,Database,2025-05-24T07:53:55.789880Z proxy-01 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
82,Application,"2025-05-25 19:39:23 monitoring-01 login[18294]: FAILED LOGIN (4) on '/dev/tty5' FOR 'jennifer', Authentication failure"
83,WebServer,[26/May/2025:08:48:06 +0000] vpn-gateway apache2[20770]: Auth: user gitlab@corp.local : authentication failure for '/admin': User not found
84,Linux,sudo: root : 5 incorrect password attempts ; TTY=pts/6 ; PWD=/home/root ; USER=analyst ; COMMAND=/usr/bin/passwd
85,Database,May 22 01:01:34 loadbalancer Oracle Audit: LOGON: USER: 'root' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
86,Application,May 08 15:14:28 db-master Logon Failure: Reason: Invalid user. User Name: www-data Domain: CORPORATE
87,Application,May 15 17:36:40 backup-server tomcat[6412]: Authentication failed for user [guest] - User not found
88,Windows,May 16 06:12:39 mail-server An account failed to log on. Subject: Security ID: S-1-5-21-189362-7390 Failure Reason: Permission denied
89,Application,Logon Failure: Reason: Account expired. User Name: test Domain: CORPORATE
90,Application,"[ERROR] SecurityManager - Login failed for user: developer, IP: 198.51.100.168.20, Reason: Account expired"
91,Linux,2025-04-30T01:31:09.789880Z vpn-gateway sudo: user : 3 incorrect password attempts ; TTY=pts/1 ; PWD=/home/user ; USER=helpdesk ; COMMAND=/bin/su
92,Application,[29/Apr/2025:03:57:42 +0000] web-prod-01 Logon Failure: Reason: Authentication failure. User Name: david Domain: CORPORATE
93,SSH,sshd[24950]: Failed password for jennifer from 198.51.100.196.96 port 57361 ssh2
94,Database,2025/05/04 14:26:55 file-server postgres[46982]: Authentication failed for user dbadmin from 172.18.60.121: Invalid password
95,Application,"2025-05-16 02:11:53 db-slave-01 [ERROR] SecurityManager - Login failed for user: jenkins, IP: 172.16.54.75, Reason: Invalid credentials"
96,Application,2025/05/15 16:15:59 loadbalancer mariadb[53024]: Authentication failed for user sa from 172.16.122.190: Account locked
97,Windows,Windows Logon Failed: CORPORATE\sarah from 172.16.40.54 - Bad password
98,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=jennifer
99,Database,Oracle Audit: LOGON: USER: 'dbadmin' PRIVILEGE: 'SYSDBA' FAILURE: ORA-01017: invalid username/password
100,Database,2025-05-18 21:58:47 app-server-01 mongodb[53336]: Failed to authenticate as principal sa on production - AuthenticationFailed
101,SSH,2025-05-06T20:48:21.789880Z k8s-worker-01 sshd[26894]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=2001:db8::2507 user=jennifer
102,Linux,2025-05-14 12:31:21 backup-server su[55027]: FAILED su for audit by deploy
103,Windows,2025-05-24T10:33:01.789880Z monitoring-01 Windows Logon Failed: CORPORATE\root from 172.17.113.182 - Invalid password
104,SSH,sshd[63849]: Connection closed by authenticating user helpdesk 198.51.100.251.71 port 61453 [preauth]
105,Database,Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
106,SSH,May 24 05:33:58 proxy-02 sshd[27297]: error: maximum authentication attempts exceeded for user from 172.17.10.134 port 54067 ssh2 [preauth]
107,SSH,2025-05-13T05:19:27.789880Z vpn-gateway sshd[39659]: Failed password for www-data from 10.0.64.151 port 55863 ssh2
108,SSH,May 22 21:26:29 file-server sshd[6364]: Connection closed by authenticating user audit 10.0.119.199 port 65432 [preauth]
109,Application,2025-04-28T11:19:02.789880Z proxy-02 Logon Failure: Reason: Account expired. User Name: support Domain: INTERNAL
110,Application,2025-05-17 05:53:55 ldap-master tomcat[54642]: Failed login attempt: user=nginx ip=100.64.170.233 reason='Maximum attempts exceeded'
111,Database,Apr 29 22:37:46 ad-controller-01 postgres[14524]: FATAL:  password authentication failed for user 'sa'
112,SSH,May 05 19:15:37 loadbalancer sshd[47252]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.18.4.82 user=dbuser
113,Database,[30/Apr/2025:19:32:28 +0000] auth-server postgres[29098]: FATAL:  password authentication failed for user 'sa'
114,Linux,sudo: dbuser : 3 incorrect password attempts ; TTY=pts/0 ; PWD=/home/dbuser ; USER=admin ; COMMAND=/bin/bash
115,Database,"May 15 00:35:56 proxy-02 [ERROR] SecurityManager - Login failed for user: oracle, IP: 172.18.202.193, Reason: Authentication failure"
116,Linux,su[40037]: FAILED su for david by postgres
117,WebServer,2025/05/08 16:52:18 gitlab-runner-01 nginx[32294]: Login failed for user 'audit' from 172.16.86.69 - Account disabled
118,Database,2025/05/23 04:19:48 gitlab-runner-01 mysql[45249]: Access denied for user 'admin'@'172.16.99.5' (using password: NO)
119,Windows,[09/May/2025:22:00:31 +0000] k8s-master-01 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Account locked
120,Linux,su[55146]: FAILED su for alice by nginx
121,WebServer,2025-05-04 01:49:02 web-prod-02 apache2[63007]: Auth: user mary@DEV : authentication failure for '/admin': Invalid password
122,Database,mysql[3438]: Access denied for user 'dbadmin'@'2001:db8::1240' (using password: NO)
123,SSH,2025-04-28 13:16:41 loadbalancer sshd[62106]: Invalid user audit from 172.17.125.242 port 54493
124,SSH,May 05 02:54:02 jenkins-master sshd[12295]: Failed password for invalid user demo from 192.168.94.192 port 50042 ssh2
125,WebServer,2025-05-22 06:08:24 k8s-master-01 nginx[44779]: Login failed for user 'git' from 192.168.161.195 - Authentication failure
126,Database,2025-05-20T18:44:55.790888Z mail-server postgres[36990]: Authentication failed for user dbadmin from 10.0.148.101: User not found
127,Linux,2025/05/25 07:27:44 db-slave-01 su[2189]: - pts/5 jenkins:dbadmin
128,Linux,[27/Apr/2025:22:09:48 +0000] db-slave-01 sudo: root : 2 incorrect password attempts ; TTY=pts/1 ; PWD=/home/root ; USER=support ; COMMAND=/bin/bash
129,Windows,Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Account disabled
130,SSH,sshd[42566]: Invalid user analyst from 10.0.39.166 port 49604
131,SSH,2025-05-05 07:47:29 file-server sshd[21988]: Failed password for zabbix from 10.0.214.50 port 63011 ssh2
132,Database,2025-05-15T17:56:53.790888Z proxy-02 mysql[20975]: Authentication failed for user test from 198.51.100.149.109: Invalid password
133,Windows,2025/05/12 00:44:55 ad-controller-01 Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Maximum attempts exceeded
134,SSH,2025-05-14T04:24:37.790888Z k8s-worker-02 sshd[12001]: error: maximum authentication attempts exceeded for administrator from 172.17.231.136 port 51524 ssh2 [preauth]
135,Windows,[17/May/2025:11:45:01 +0000] db-slave-01 Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Account locked
136,WebServer,2025-05-09 03:37:24 k8s-master-01 apache2[1370]: Auth: user analyst@CORPORATE : authentication failure for '/api/auth': Access denied
137,Windows,May 04 21:48:39 loadbalancer An account failed to log on. Subject: Security ID: S-1-5-21-755722-2705 Failure Reason: Account expired
138,Linux,pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty6 ruser= rhost=  user=demo
139,Database,mysql[29740]: Access denied for user 'test'@'10.0.248.30' (using password: NO)
140,SSH,[28/Apr/2025:00:47:53 +0000] web-prod-01 sshd[52673]: Disconnecting invalid user zabbix 198.51.100.241.145 port 48835: Too many authentication failures
141,Linux,su[34975]: - pts/9 sysadmin:nagios
142,SSH,2025-05-06 11:33:16 proxy-02 sshd[6337]: Disconnecting invalid user bob 192.168.94.3 port 51359: Too many authentication failures
143,SSH,sshd[33290]: Disconnecting invalid user web_admin 2001:db8::129f port 64133: Too many authentication failures
144,Windows,[18/May/2025:10:05:24 +0000] k8s-master-01 An account failed to log on. Subject: Security ID: S-1-5-21-180286-5648 Failure Reason: Invalid credentials
145,SSH,[03/May/2025:09:52:51 +0000] web-prod-02 sshd[43047]: Disconnecting invalid user dbuser 172.16.20.202 port 58147: Too many authentication failures
146,Application,May 18 07:32:14 proxy-02 httpd[1864]: Failed login attempt: user=david ip=198.51.100.172.50 reason='Invalid password'
147,Linux,[17/May/2025:19:42:19 +0000] monitoring-01 pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty4 ruser= rhost=  user=mysql
148,SSH,2025-04-27 19:23:58 proxy-01 sshd[19898]: error: maximum authentication attempts exceeded for admin from 10.0.153.110 port 45200 ssh2 [preauth]
149,Application,"2025/04/27 15:06:51 monitoring-01 [ERROR] SecurityManager - Login failed for user: developer, IP: 198.51.100.33.14, Reason: Bad password"
150,Windows,[17/May/2025:14:17:58 +0000] ldap-master Audit Failure: Logon Type: 3 Failure Information: Failure Reason: User not found
151,Windows,May 26 07:22:04 k8s-worker-02 Windows Logon Failed: CORPORATE\git from 172.18.78.243 - Permission denied
152,Linux,2025/05/01 23:05:20 db-master pam_unix(login:auth): authentication failure; logname= uid=0 euid=0 tty=tty2 ruser= rhost=  user=backup
153,Windows,Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Account disabled
154,WebServer,May 15 00:54:21 gitlab-runner-01 apache2[19251]: Failed login attempt: user=deploy ip=2001:db8::1958 reason='Invalid credentials'
155,Application,"[ERROR] SecurityManager - Login failed for user: jenkins, IP: 172.18.195.141, Reason: Account expired"
156,SSH,May 21 01:29:37 db-master sshd[63289]: Invalid user sysadmin from 198.51.100.145.191 port 61229
157,Application,"2025-05-07T19:43:10.790888Z web-prod-01 [ERROR] SecurityManager - Login failed for user: zabbix, IP: 2001:db8::13e0, Reason: Invalid user"
158,WebServer,2025-04-29 17:45:05 ldap-master apache2[54802]: Auth: user postgres@DEV : authentication failure for '/api/auth': Account locked
159,Windows,2025/04/30 16:08:44 mail-server Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Invalid user
160,Database,Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
161,Application,2025-05-14 05:38:19 app-server-01 Logon Failure: Reason: Account locked. User Name: analyst Domain: CORPORATE
162,Windows,2025-05-07 16:14:54 web-prod-01 Audit Failure: Logon Type: 7 Failure Information: Failure Reason: Invalid password
163,Windows,2025/05/26 06:40:18 backup-server An account failed to log on. Subject: Security ID: S-1-5-21-366243-3429 Failure Reason: Bad password
164,Database,postgres[19618]: FATAL:  password authentication failed for user 'test'
165,SSH,2025-05-03 04:51:38 k8s-worker-01 sshd[60897]: Invalid user apache from 10.0.101.216 port 53624
166,Linux,2025-05-15 10:56:27 vpn-gateway su[10865]: - pts/0 git:helpdesk
167,SSH,2025-04-28T13:03:17.790888Z app-server-01 sshd[24408]: error: maximum authentication attempts exceeded for www-data from 198.51.100.188.14 port 64371 ssh2 [preauth]
168,Database,2025-05-24 06:11:10 web-prod-01 postgres[58828]: FATAL:  password authentication failed for user 'admin'
169,Windows,2025-05-05T02:44:53.790888Z vpn-gateway Windows Logon Failed: CORPORATE\demo from 100.64.32.198 - Invalid password
170,WebServer,May 26 01:15:42 web-prod-02 apache2[51209]: Auth: user guest@DEV : authentication failure for '/admin': User not found
171,SSH,sshd[15075]: Invalid user sysadmin from 192.168.202.188 port 44752
172,Linux,su[43226]: FAILED su for postgres by service
173,SSH,2025-05-22 20:23:35 auth-server sshd[33187]: Failed password for invalid user www-data from 203.0.113.39.80 port 49238 ssh2
174,Linux,May 21 11:06:15 backup-server su[6506]: - pts/4 user:zabbix
175,SSH,[16/May/2025:03:25:19 +0000] k8s-worker-02 sshd[63189]: Failed password for support from 172.17.179.112 port 55642 ssh2
176,Linux,sudo: jenkins : 2 incorrect password attempts ; TTY=pts/2 ; PWD=/home/jenkins ; USER=devops ; COMMAND=/bin/bash
177,Linux,2025-05-07 07:33:46 k8s-master-01 su[35324]: FAILED su for git by dbadmin
178,SSH,May 10 23:04:21 k8s-worker-02 sshd[26187]: Invalid user app_user from 172.18.76.213 port 53145
179,Database,2025-04-27 12:36:36 k8s-worker-02 mongodb[42692]: Failed to authenticate as principal test on admin - AuthenticationFailed
180,WebServer,apache2[51454]: Auth: user netadmin@corp.local : authentication failure for '/admin': Permission denied
181,Application,May 04 12:59:20 gitlab-runner-01 Logon Failure: Reason: Bad password. User Name: service Domain: WORKGROUP
182,Linux,sudo: developer : 2 incorrect password attempts ; TTY=pts/7 ; PWD=/home/developer ; USER=michael ; COMMAND=/usr/bin/passwd
183,Application,"[10/May/2025:12:21:41 +0000] app-server-01 login[49373]: FAILED LOGIN (2) on '/dev/tty5' FOR 'david', Authentication failure"
184,Application,2025-05-23T06:14:15.790888Z web-prod-01 tomcat[61768]: Authentication failed for user [git] - Invalid credentials
185,Database,2025-05-20 13:10:35 jenkins-master postgres[37237]: FATAL:  password authentication failed for user 'test'
186,Database,2025-05-19T14:25:42.790888Z proxy-02 Oracle Audit: LOGON: USER: 'test' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
187,Linux,[10/May/2025:23:01:18 +0000] k8s-worker-01 sudo: alice : 1 incorrect password attempts ; TTY=pts/4 ; PWD=/home/alice ; USER=git ; COMMAND=/bin/bash
188,Linux,[03/May/2025:18:17:12 +0000] k8s-worker-01 su[45612]: - pts/8 nginx:mysql
189,Linux,2025-05-25T17:37:17.790888Z k8s-worker-01 sudo: gitlab : 2 incorrect password attempts ; TTY=pts/3 ; PWD=/home/gitlab ; USER=admin ; COMMAND=/bin/su
190,SSH,sshd[58175]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=172.17.20.70 user=michael
191,SSH,2025-04-26T08:59:47.790888Z k8s-worker-02 sshd[22302]: Invalid user david from 172.16.162.123 port 65208
192,Database,mysql[20474]: Access denied for user 'admin'@'172.18.237.125' (using password: YES)
193,Database,2025-05-26T17:20:07.790888Z app-server-01 postgres[50256]: FATAL:  password authentication failed for user 'dbadmin'
194,Database,"login[62825]: FAILED LOGIN (3) on '/dev/tty2' FOR 'oracle', Authentication failure"
195,Linux,2025/05/06 17:02:53 app-server-01 su[23188]: FAILED su for zabbix by support
196,Linux,su[48502]: - pts/5 devops:administrator
197,WebServer,2025-05-08T10:13:05.791882Z loadbalancer nginx[59909]: Failed login attempt: user=user ip=100.64.223.58 reason='Maximum attempts exceeded'
198,Application,2025-05-13 05:25:13 web-prod-01 mariadb[1719]: Authentication failed for user dbadmin from 172.17.224.202: Invalid password
199,WebServer,apache2[16907]: Auth: user root@CORPORATE : authentication failure for '/admin': Maximum attempts exceeded
200,Database,mongodb[38623]: Failed to authenticate as principal test on admin - AuthenticationFailed
201,Database,2025-05-07 01:56:02 proxy-01 mongodb[64720]: Failed to authenticate as principal root on production - AuthenticationFailed
202,WebServer,apache2[1992]: Auth: user nagios@CORPORATE : authentication failure for '/api/auth': Account locked
203,Linux,2025-05-07 02:54:03 proxy-02 su[36728]: FAILED su for devops by postgres
204,SSH,May 26 17:59:10 loadbalancer sshd[44736]: Disconnecting invalid user analyst 172.18.247.53 port 54264: Too many authentication failures
205,SSH,sshd[56309]: Invalid user administrator from 10.0.198.132 port 61480
206,Database,2025/05/04 00:42:42 jenkins-master mongodb[48533]: Failed to authenticate as principal dbadmin on master - AuthenticationFailed
207,SSH,sshd[47382]: Connection closed by authenticating user git 203.0.113.236.91 port 56786 [preauth]
208,Application,[23/May/2025:11:57:34 +0000] backup-server tomcat[62823]: Authentication failed for user [root] - Invalid user
209,Application,2025-05-07 14:31:00 mail-server tomcat[37231]: Authentication failed for user [jennifer] - Maximum attempts exceeded
210,Windows,2025/05/22 22:22:54 backup-server Audit Failure: Logon Type: 3 Failure Information: Failure Reason: Maximum attempts exceeded
211,SSH,[08/May/2025:01:03:26 +0000] backup-server sshd[52238]: Connection closed by authenticating user backup 192.168.220.106 port 43389 [preauth]
212,Application,Logon Failure: Reason: Access denied. User Name: jennifer Domain: WORKGROUP
213,WebServer,[24/May/2025:08:50:15 +0000] ldap-master apache2[25721]: Auth: user test@PROD : authentication failure for '/api/auth': Bad password
214,Application,"2025-04-30 17:34:41 db-slave-01 login[11127]: FAILED LOGIN (4) on '/dev/tty4' FOR 'mysql', Authentication failure"
215,Application,"[20/May/2025:04:29:06 +0000] ldap-master login[54504]: FAILED LOGIN (5) on '/dev/tty2' FOR 'demo', Authentication failure"
216,WebServer,nginx[37478]: Failed login attempt: user=john ip=172.18.130.67 reason='Permission denied'
217,SSH,sshd[29969]: Failed password for invalid user test from 172.17.216.251 port 56138 ssh2
218,Application,Apr 27 02:34:12 k8s-worker-01 httpd[55717]: Failed login attempt: user=www-data ip=100.64.51.208 reason='Access denied'
219,Database,2025-04-29 20:29:31 gitlab-runner-01 mongodb[24444]: Failed to authenticate as principal dbadmin on production - AuthenticationFailed
220,Windows,2025-05-14 12:23:00 k8s-master-01 Audit Failure: Logon Type: 2 Failure Information: Failure Reason: Permission denied
221,Application,tomcat[60348]: Authentication failed for user [operator] - Access denied
222,SSH,May 13 14:11:42 jenkins-master sshd[19665]: Disconnecting invalid user security 172.16.63.66 port 65144: Too many authentication failures
223,SSH,sshd[11105]: Disconnecting invalid user developer 100.64.251.179 port 46684: Too many authentication failures
224,WebServer,2025/04/29 22:30:04 web-prod-01 nginx[8699]: Login failed for user 'administrator' from 203.0.113.101.197 - Bad password
225,Windows,[08/May/2025:00:26:18 +0000] auth-server Windows Logon Failed: INTERNAL\test from 2001:db8::dfa - Invalid credentials
226,Linux,su[15971]: FAILED su for test by helpdesk
227,Database,May 14 06:48:10 db-slave-01 postgres[47876]: FATAL:  password authentication failed for user 'admin'
228,Windows,[26/May/2025:10:17:45 +0000] web-prod-01 An account failed to log on. Subject: Security ID: S-1-5-21-559087-5826 Failure Reason: Account locked
229,Application,"[ERROR] SecurityManager - Login failed for user: audit, IP: 172.16.66.32, Reason: Invalid credentials"
230,Application,"[ERROR] SecurityManager - Login failed for user: david, IP: 172.17.16.37, Reason: Bad password"
231,Application,"login[36062]: FAILED LOGIN (2) on '/dev/tty5' FOR 'michael', Authentication failure"
232,Database,2025-05-21 21:14:21 web-prod-02 Oracle Audit: LOGON: USER: 'admin' PRIVILEGE: 'NORMAL' FAILURE: ORA-01017: invalid username/password
233,Linux,2025-05-14T17:45:52.791882Z ldap-master su[39236]: FAILED su for test by michael
234,Database,mysql[59163]: Access denied for user 'dbadmin'@'172.16.194.79' (using password: NO)
