text,label
Dec 10 09:17:21 LabSZ 24610 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jul 25 06:39:18 combo ftpd 24977.0 connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Other
Jul 26 05:47:51 combo ftpd 28706.0 connection from 172.181.208.156 () at Tue Jul 26 05:47:51 2005,Other
Jul 17 21:23:24 combo ftpd 25048.0 connection from 82.68.222.194 (82-68-222-194.dsl.in-addr.zen.co.uk) at Sun Jul 17 21:23:24 2005,Other
Dec 10 10:55:52 LabSZ 24962 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253,Other
Dec 10 09:18:46 LabSZ 24647 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180,Other
Dec 10 11:03:36 LabSZ 25450 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 09:12:38 LabSZ 24497 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 10:54:41 LabSZ 24882 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 25 23:23:13 combo xinetd 26484.0 warning: can't get client address: Connection reset by peer,Other
Jul 9 12:16:49 combo ftpd 23140.0 connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,Other
Dec 10 09:11:56 LabSZ 24464 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Jul 10 13:17:22 combo ftpd 30278.0 connection from 220.94.205.45 () at Sun Jul 10 13:17:22 2005,Other
Jul 9 12:59:45 combo ftpd 23226.0 connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,Other
Dec 10 11:01:26 LabSZ 25320 Failed password for root from 183.62.140.253 port 56179 ssh2,Failed_login
Dec 10 08:25:33 LabSZ 24371 pam_unix(sshd:auth): check pass; user unknown,Other
Jun 15 02:04:59 combo sshd(pam_unix) 20898.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=220-135-151-1.hinet-ip.hinet.net  user=root,Failed_login
Dec 10 09:11:40 LabSZ 24451 Failed password for invalid user anonymous from 103.99.0.122 port 54051 ssh2,Failed_login
Dec 10 09:15:44 LabSZ 24571 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jun 22 04:30:55 combo sshd(pam_unix) 17124.0 check pass; user unknown,Other
Jun 29 10:08:19 combo sshd(pam_unix) 15481.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,Failed_login
Jul 1 09:14:43 combo sshd(pam_unix) 22106.0 session opened for user test by (uid=509),Success_login
Dec 10 09:12:57 LabSZ 24487 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 09:17:52 LabSZ 24622 Invalid user vnc from 187.141.143.180,Other
Jun 18 04:07:06 combo logrotate nan ALERT exited abnormally with [1],Other
Dec 10 07:34:15 LabSZ 24297 Failed password for root from 123.235.32.19 port 54024 ssh2,Failed_login
Jul 1 05:02:26 combo sshd(pam_unix) 21691.0 session opened for user test by (uid=509),Success_login
Dec 10 09:18:06 LabSZ 24626 Failed password for invalid user ghost from 187.141.143.180 port 34759 ssh2,Failed_login
Dec 10 07:55:55 LabSZ 24331 pam_unix(sshd:auth): check pass; user unknown,Other
Jul 24 13:46:32 combo ftpd 22651.0 connection from 211.107.232.1 () at Sun Jul 24 13:46:32 2005,Other
Jul 21 01:30:45 combo sshd(pam_unix) 3489.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Failed_login
Jul 10 16:02:57 combo sshd(pam_unix) 30650.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 09:12:04 LabSZ 24471 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 11:03:36 LabSZ 25446 Failed password for root from 183.62.140.253 port 51867 ssh2,Failed_login
Dec 10 09:19:04 LabSZ 24653 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Jun 25 19:25:31 combo ftpd 32332.0 connection from 211.167.68.59 () at Sat Jun 25 19:25:31 2005,Other
Dec 10 11:04:41 LabSZ 25534 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Jun 27 04:02:48 combo su(pam_unix) 7031.0 session closed for user cyrus,Other
Jun 23 23:30:04 combo sshd(pam_unix) 26182.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Failed_login
Jun 22 13:16:30 combo ftpd 17877.0 connection from 210.245.165.136 () at Wed Jun 22 13:16:30 2005,Other
Dec 10 11:02:21 LabSZ 25378 Failed password for root from 183.62.140.253 port 38133 ssh2,Failed_login
Dec 10 10:56:04 LabSZ 24972 Failed password for root from 183.62.140.253 port 51502 ssh2,Failed_login
Dec 10 11:01:30 LabSZ 25324 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jun 30 20:53:04 combo klogind 19287.0 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Other
Dec 10 11:03:00 LabSZ 25417 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:54:39 LabSZ 24879 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 9 12:16:51 combo ftpd 23151.0 connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Other
Dec 10 10:58:09 LabSZ 25100 Failed password for root from 183.62.140.253 port 46880 ssh2,Failed_login
Dec 10 11:02:53 LabSZ 25409 Failed password for root from 183.62.140.253 port 43897 ssh2,Failed_login
Dec 10 10:54:31 LabSZ 24872 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 10 16:02:23 combo sshd(pam_unix) 30594.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 08:20:23 LabSZ 24358 Connection closed by 194.190.163.22 [preauth],Other
Dec 10 08:33:26 LabSZ 24385 Failed password for invalid user support from 103.207.39.212 port 52644 ssh2,Failed_login
Dec 10 09:12:40 LabSZ 24497 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Dec 10 09:19:22 LabSZ 24659 Failed password for mysql from 187.141.143.180 port 51060 ssh2,Failed_login
Jul 2 04:15:43 combo sshd(pam_unix) 24576.0 check pass; user unknown,Other
Dec 10 09:32:35 LabSZ 24787 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=ec2-52-80-34-196.cn-north-1.compute.amazonaws.com.cn,Other
Jul 23 20:04:41 combo sshd(pam_unix) 16155.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.9.58.217  user=root,Failed_login
Dec 10 11:03:37 LabSZ 25448 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Dec 10 10:59:37 LabSZ 25195 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 09:19:26 LabSZ 24661 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=mysql,Other
Jul 22 04:15:14 combo su(pam_unix) 11756.0 session closed for user news,Other
Dec 10 10:56:08 LabSZ 24977 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 15 01:03:48 combo sshd(pam_unix) 12631.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c51471f2c.cable.wanadoo.nl  user=root,Failed_login
Dec 10 09:11:55 LabSZ 24462 Failed password for invalid user admin from 103.99.0.122 port 54739 ssh2,Failed_login
Jun 29 10:48:01 combo ftpd 15543.0 connection from 208.62.55.75 () at Wed Jun 29 10:48:01 2005,Other
Jun 24 18:55:11 combo ftpd 28563.0 connection from 218.69.108.57 () at Fri Jun 24 18:55:11 2005,Other
Jul 9 19:34:06 combo sshd(pam_unix) 23784.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Failed_login
Jul 17 14:03:04 combo ftpd 24377.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:04 2005,Other
Jul 27 14:41:58 combo kernel nan SELinux:  Starting in permissive mode,Other
Dec 10 11:04:18 LabSZ 25499 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Jul 2 04:15:43 combo sshd(pam_unix) 24573.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,Failed_login
Jul 15 23:42:43 combo ftpd 15331.0 connection from 211.107.232.1 () at Fri Jul 15 23:42:43 2005,Other
Dec 10 10:59:57 LabSZ 25218 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 21 15:18:30 combo sshd(pam_unix) 5586.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=193.110.106.11  user=root,Failed_login
Dec 10 09:12:30 LabSZ 24490 input_userauth_request: invalid user ftpuser [preauth],Other
Jul 25 06:39:18 combo ftpd 24972.0 connection from 206.47.209.10 () at Mon Jul 25 06:39:18 2005,Other
Jul 7 23:09:50 combo ftpd 14121.0 connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,Other
Jun 30 20:53:04 combo klogind 19272.0 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Other
Jul 22 09:27:24 combo ftpd 12280.0 connection from 211.42.188.206 () at Fri Jul 22 09:27:24 2005,Other
Dec 10 10:59:10 LabSZ 25165 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 17 14:03:00 combo ftpd 24373.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:03:00 2005,Other
Jul 9 11:35:59 combo ftpd 23035.0 connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,Other
Dec 10 09:09:54 LabSZ 24421 pam_unix(sshd:auth): check pass; user unknown,Other
Dec 10 10:55:43 LabSZ 24953 Invalid user oracle from 183.62.140.253,Other
Jul 27 14:41:57 combo kernel nan mapped 4G/4G trampoline to ffff3000.,Other
Dec 10 10:58:50 LabSZ 25147 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 1 00:21:30 combo sshd(pam_unix) 19642.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed_login
Jul 22 19:29:09 combo ftpd 13149.0 connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,Other
Dec 10 10:58:56 LabSZ 25153 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:58:35 LabSZ 25131 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 3 10:05:25 combo ftpd 32065.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,Other
Jul 16 08:14:07 combo ftpd 17672.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,Other
Dec 10 09:12:33 LabSZ 24492 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Dec 10 09:12:08 LabSZ 24473 Failed password for invalid user operator from 103.99.0.122 port 53492 ssh2,Failed_login
Dec 10 08:25:28 LabSZ 24371 Failed password for invalid user admin from 5.188.10.180 port 59647 ssh2,Failed_login
Jun 17 07:07:00 combo ftpd 29506.0 connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,Other
Jul 11 11:33:13 combo gdm(pam_unix) 2803.0 check pass; user unknown,Other
Dec 10 10:56:53 LabSZ 25024 Failed password for root from 183.62.140.253 port 60656 ssh2,Failed_login
Jun 29 10:48:10 combo ftpd 15555.0 connection from 208.62.55.75 () at Wed Jun 29 10:48:10 2005,Other
Jul 5 13:52:21 combo ftpd 6592.0 connection from 211.72.2.106 () at Tue Jul  5 13:52:21 2005,Other
Jul 4 09:33:09 combo sshd(pam_unix) 2543.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=210.76.59.29  user=root,Failed_login
Jul 25 23:24:09 combo ftpd 26483.0 connection from 217.187.83.50 () at Mon Jul 25 23:24:09 2005,Other
Dec 10 07:28:21 LabSZ 24261 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,Other
Jul 9 22:53:19 combo ftpd 24087.0 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,Other
Dec 10 08:26:25 LabSZ 24379 Connection closed by 5.188.10.180 [preauth],Other
Jun 23 23:30:04 combo sshd(pam_unix) 26193.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.22.3.51  user=root,Failed_login
Jun 24 18:55:18 combo ftpd 28571.0 connection from 218.69.108.57 () at Fri Jun 24 18:55:18 2005,Other
Jul 9 19:34:14 combo sshd(pam_unix) 23798.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Failed_login
Dec 10 09:11:26 LabSZ 24437 Failed password for invalid user admin from 185.190.58.151 port 44155 ssh2,Failed_login
Dec 10 09:18:28 LabSZ 24637 pam_unix(sshd:auth): check pass; user unknown,Other
Jul 7 14:18:59 combo sshd(pam_unix) 13323.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=c9063558.virtua.com.br,Failed_login
Dec 10 10:55:09 LabSZ 24917 Failed password for root from 183.62.140.253 port 41083 ssh2,Failed_login
Jul 7 23:09:45 combo ftpd 14108.0 connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,Other
Dec 10 09:14:09 LabSZ 24535 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Other
Dec 10 11:04:34 LabSZ 25527 Invalid user test from 103.99.0.122,Other
Dec 10 11:02:55 LabSZ 25411 Failed password for root from 183.62.140.253 port 44412 ssh2,Failed_login
Jun 20 03:40:59 combo ftpd 8824.0 connection from 222.33.90.199 () at Mon Jun 20 03:40:59 2005,Other
Dec 10 11:04:25 LabSZ 25511 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 9 22:53:22 combo ftpd 24083.0 connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,Other
Dec 10 09:15:25 LabSZ 24563 Failed password for root from 187.141.143.180 port 41667 ssh2,Failed_login
Jul 17 08:06:12 combo ftpd 23794.0 connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,Other
Jun 15 20:05:31 combo sshd(pam_unix) 24140.0 check pass; user unknown,Other
Dec 10 09:15:14 LabSZ 24559 Failed password for root from 187.141.143.180 port 38937 ssh2,Failed_login
Jun 23 04:05:29 combo su(pam_unix) 19534.0 session closed for user cyrus,Other
Dec 10 10:57:08 LabSZ 25039 Failed password for root from 183.62.140.253 port 35353 ssh2,Failed_login
Dec 10 09:14:30 LabSZ 24543 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=187.141.143.180  user=root,Other
Dec 10 10:55:29 LabSZ 24937 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 11:00:34 LabSZ 25259 Failed password for root from 183.62.140.253 port 46401 ssh2,Failed_login
Dec 10 09:19:09 LabSZ 24655 Invalid user test2 from 187.141.143.180,Other
Dec 10 10:58:02 LabSZ 25094 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 10:59:15 LabSZ 25171 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Dec 10 09:18:22 LabSZ 24632 reverse mapping checking getaddrinfo for customer-187-141-143-180-sta.uninet-ide.com.mx [187.141.143.180] failed - POSSIBLE BREAK-IN ATTEMPT!,Other
Dec 10 08:26:22 LabSZ 24379 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,Other
Dec 10 08:25:06 LabSZ 24369 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.188.10.180,Other
Jul 6 04:08:44 combo su(pam_unix) 8565.0 session closed for user news,Other
Dec 10 10:55:33 LabSZ 24939 Failed password for root from 183.62.140.253 port 45512 ssh2,Failed_login
Jul 6 04:03:09 combo su(pam_unix) 8195.0 session closed for user cyrus,Other
Jul 9 19:34:07 combo sshd(pam_unix) 23786.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,Failed_login
Dec 10 09:12:37 LabSZ 24494 error: Received disconnect from 103.99.0.122: 14: No more user authentication methods available. [preauth],Other
Jul 6 18:00:56 combo ftpd 9767.0 connection from 211.72.151.162 () at Wed Jul  6 18:00:56 2005,Other
Jul 17 04:06:32 combo ftpd 19674.0 connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 04:06:32 2005,Other
Dec 10 10:59:30 LabSZ 25186 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 9 12:16:51 combo ftpd 23155.0 connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,Other
Dec 10 07:34:10 LabSZ 24295 Failed password for root from 123.235.32.19 port 50950 ssh2,Failed_login
Dec 10 10:59:55 LabSZ 25218 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:55:58 LabSZ 24968 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 10:56:22 LabSZ 24994 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jun 22 04:30:56 combo sshd(pam_unix) 17140.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Failed_login
Dec 10 11:03:07 LabSZ 25422 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jun 30 20:53:06 combo klogind 19283.0 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,Other
Dec 10 10:59:57 LabSZ 25218 Failed password for root from 183.62.140.253 port 39309 ssh2,Failed_login
Jul 24 02:38:22 combo ftpd 16785.0 connection from 84.102.20.2 () at Sun Jul 24 02:38:22 2005,Other
Jun 22 04:30:55 combo sshd(pam_unix) 17131.0 check pass; user unknown,Other
Jul 10 16:03:05 combo sshd(pam_unix) 30666.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Jul 9 04:04:23 combo su(pam_unix) 21991.0 session opened for user cyrus by (uid=0),Success_login
Jun 28 20:58:55 combo sshd(pam_unix) 12679.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,Failed_login
Jul 10 03:55:15 combo ftpd 24521.0 connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,Other
Jul 17 09:44:07 combo ftpd 23938.0 connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,Other
Jul 10 16:02:14 combo sshd(pam_unix) 30588.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 10:59:35 LabSZ 25193 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 18 03:26:49 combo ftpd 25640.0 connection from 211.72.151.162 () at Mon Jul 18 03:26:49 2005,Other
Jul 3 10:05:25 combo ftpd 32060.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,Other
Jul 16 04:07:34 combo logrotate nan ALERT exited abnormally with [1],Other
Dec 10 09:17:31 LabSZ 24614 Invalid user nagios from 187.141.143.180,Other
Dec 10 10:58:13 LabSZ 25105 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 26 05:47:42 combo ftpd 28702.0 connection from 172.181.208.156 () at Tue Jul 26 05:47:42 2005,Other
Dec 10 09:11:26 LabSZ 24443 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=103.99.0.122,Other
Dec 10 10:59:41 LabSZ 25200 Failed password for root from 183.62.140.253 port 36335 ssh2,Failed_login
Jun 29 14:44:35 combo ftpd 15918.0 connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Other
Dec 10 10:54:33 LabSZ 24872 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 27 14:41:58 combo kernel nan Checking 'hlt' instruction... OK.,Other
Dec 10 11:00:08 LabSZ 25233 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Jul 27 14:41:57 combo kernel nan BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved),Other
Jul 14 14:59:42 combo sshd(pam_unix) 11706.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=202-132-40-29.adsl.ttn.net  user=root,Failed_login
Jul 10 16:02:35 combo sshd(pam_unix) 30614.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=150.183.249.110  user=root,Failed_login
Dec 10 11:00:16 LabSZ 25240 Failed password for root from 183.62.140.253 port 42948 ssh2,Failed_login
Jul 27 14:41:57 combo kernel nan BIOS-provided physical RAM map:,Other
Jul 22 19:29:09 combo ftpd 13156.0 connection from 67.95.49.172 () at Fri Jul 22 19:29:09 2005,Other
Dec 10 10:55:45 LabSZ 24955 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253,Other
Jun 30 19:03:00 combo sshd(pam_unix) 19094.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,Failed_login
Dec 10 11:03:53 LabSZ 25463 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
Jul 17 12:30:57 combo ftpd 24205.0 connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,Other
Jul 16 08:14:04 combo ftpd 17667.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:04 2005,Other
Jun 22 04:30:55 combo sshd(pam_unix) 17131.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=ip-216-69-169-168.ip.secureserver.net,Failed_login
Jul 17 06:14:36 combo ftpd 23581.0 connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,Other
Dec 10 07:13:31 LabSZ 24227 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,Other
Jul 10 04:10:47 combo su(pam_unix) 26353.0 session closed for user news,Other
Jul 27 04:16:08 combo su(pam_unix) 30999.0 session closed for user cyrus,Other
Jul 17 15:09:15 combo ftpd 24465.0 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul 17 15:09:15 2005,Other
Jul 16 08:14:07 combo ftpd 17688.0 connection from 212.65.68.82 () at Sat Jul 16 08:14:07 2005,Other
Dec 10 11:00:32 LabSZ 25257 Failed password for root from 183.62.140.253 port 46008 ssh2,Failed_login
Jul 10 16:33:04 combo sshd(pam_unix) 30740.0 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.214.161.141  user=root,Failed_login
Dec 10 10:56:37 LabSZ 25010 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,Other
Dec 10 11:03:54 LabSZ 25465 Invalid user 1234 from 103.99.0.122,Other
Dec 10 09:14:38 LabSZ 24545 Failed password for root from 187.141.143.180 port 58386 ssh2,Failed_login
Jul 7 04:04:31 combo su(pam_unix) 10961.0 session opened for user cyrus by (uid=0),Success_login
Jun 30 20:53:04 combo klogind 19287.0 Kerberos authentication failed,Other
Dec 10 08:08:41 LabSZ 24338 pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=175.102.13.6,Other
Jul 11 04:08:37 combo su(pam_unix) 32608.0 session opened for user news by (uid=0),Success_login
Dec 10 10:59:45 LabSZ 25205 Failed password for root from 183.62.140.253 port 37033 ssh2,Failed_login
Dec 10 10:59:20 LabSZ 25176 Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],Other
